tradeDate,标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
2026-02-26,600153,建发股份,342935690,6821157,9720020,435900,21500,6800
2026-02-26,600155,华创云信,1344327387,21088394,12220429,276900,100,135600
2026-02-26,600157,永泰能源,1236807780,321295223,293318800,7679900,234600,185300
2026-02-26,600158,中体产业,849308518,56129561,38986138,329600,73300,1900
2026-02-26,600160,巨化股份,3267900959,131544016,105505878,238500,11900,10400
2026-02-26,600161,天坛生物,1455754461,12248262,12668920,211360,1600,2900
2026-02-26,600162,香江控股,156366996,9137593,11256574,0,0,0
2026-02-26,600163,中闽能源,299691871,27165250,18983673,281600,27200,48300
2026-02-26,600166,福田汽车,574504065,50863113,46977468,530100,232900,65100
2026-02-26,600167,联美控股,618442218,3798061,4748855,66500,7600,1200
2026-02-26,600168,武汉控股,156639418,4226614,4670278,0,0,0
2026-02-26,600170,上海建工,958283260,70541841,70326485,2875800,348400,4300
2026-02-26,600171,上海贝岭,967523678,26853751,31952449,167697,1400,12700
2026-02-26,600172,黄河旋风,526635434,199863411,178417375,37600,700,700
2026-02-26,600176,中国巨石,1626365161,404868200,538750419,380300,67300,13400
2026-02-26,600177,雅戈尔,437252976,17862826,18393855,1406298,21300,29100
2026-02-26,600179,安通控股,728891360,64405324,35690567,347700,0,131800
2026-02-26,600180,瑞茂通,127143857,6159557,4981970,0,0,0
2026-02-26,600183,生益科技,1649067388,386576235,413570175,219200,53300,42700
2026-02-26,600184,光电股份,251696914,30257384,26793447,15200,0,700
2026-02-26,600185,珠免集团,482453797,26766190,19642572,369300,4200,13200
2026-02-26,600186,莲花控股,548364795,57115222,67638881,100200,18300,7200
2026-02-26,600187,国中水务,117546471,906773,1634153,100,0,0
2026-02-26,600188,兖矿能源,536949269,76190440,120173887,629365,0,499320
2026-02-26,600192,长城电工,164213840,9973309,7729028,16694,3700,0
2026-02-26,600195,中牧股份,214508210,6807314,11083317,4400,100,100
2026-02-26,600196,复星医药,2161228336,57174414,88974408,85000,25000,7900
2026-02-26,600197,伊力特,181003224,5385701,5909580,141100,2100,300
2026-02-26,600199,金种子酒,229131454,7895177,9579366,30700,0,0
2026-02-26,600201,生物股份,1635111459,58153654,64435682,264000,5700,2200
2026-02-26,600203,福日电子,95947956,9969391,21647468,500,0,0
2026-02-26,600206,有研新材,669415658,214331545,176258781,177500,10700,73400
2026-02-26,600207,安彩高科,270097980,17619170,15807971,16200,5600,9500
2026-02-26,600208,衢州发展,1233576611,57460496,30643310,515200,51700,311500
2026-02-26,600210,紫江企业,432722328,16367908,12299512,45400,0,100
2026-02-26,600211,西藏药业,319824025,7775287,7674821,1900,100,200
2026-02-26,600212,绿能慧充,151232564,3715076,7597246,100,0,0
2026-02-26,600216,浙江医药,681187035,68275458,62977169,313100,3500,10200
2026-02-26,600217,中再资环,403074056,16794377,4525092,385335,26800,7900
2026-02-26,600218,全柴动力,371959840,19897835,12822790,95300,0,20900
2026-02-26,600219,南山铝业,1889440564,226006784,116781587,483700,500,45500
2026-02-26,600221,海航控股,935478602,61554168,57671475,0,0,0
2026-02-26,600222,太龙药业,242189491,19844139,23731866,0,0,0
2026-02-26,600223,福瑞达,393086302,9261035,7698712,163900,1600,35200
2026-02-26,600229,城市传媒,151393773,8698480,5264837,7300,900,0
2026-02-26,600230,沧州大化,257439010,71560880,53906813,25120,0,300
2026-02-26,600231,凌钢股份,115440027,29069682,22985300,0,0,200
2026-02-26,600233,圆通速递,253987909,21813234,65514306,223600,39300,3700
2026-02-26,600236,桂冠电力,95370450,16075474,6292554,8126,0,0
2026-02-26,600237,铜峰电子,395245028,93030924,108906700,36200,0,500
2026-02-26,600246,万通发展,1972823947,105039733,59563172,301300,35900,6700
2026-02-26,600248,陕建股份,256841640,7400768,7700300,621900,37600,14100
2026-02-26,600251,冠农股份,386832336,32297286,31131409,400,300,0
2026-02-26,600252,中恒集团,363100345,10300868,9203731,331500,3900,38600
2026-02-26,600255,鑫科材料,411823452,29635457,20447496,59600,0,0
2026-02-26,600256,广汇能源,1637999759,88521953,105445619,1285800,7600,13900
2026-02-26,600257,大湖股份,236139965,14777112,15224146,9900,0,0
2026-02-26,600258,首旅酒店,165682150,11631832,15468252,225600,200,300
2026-02-26,600259,中稀有色,886073178,133981133,133066784,97900,36500,7100
2026-02-26,600261,阳光照明,172951231,7563399,7904311,11200,0,18600
2026-02-26,600266,城建发展,521927565,31600961,35213152,387500,1600,500
2026-02-26,600267,海正药业,797323397,8160896,5875115,66900,4700,0
2026-02-26,600268,国电南自,431056466,71955680,63866667,0,0,0
2026-02-26,600269,赣粤高速,278803416,9929780,7548531,356500,45000,500
2026-02-26,600271,航天信息,851087033,16666946,16780417,451200,213700,11900
2026-02-26,600273,嘉化能源,267075914,25680809,11427551,95700,3200,13500
2026-02-26,600276,恒瑞医药,4725335057,273400767,290602006,362558,11400,9600
2026-02-26,600278,东方创业,218231752,17319879,17005267,0,0,0
2026-02-26,600282,南钢股份,212934936,19434801,20280347,241600,35000,400
2026-02-26,600284,浦东建设,484198040,12416113,11916088,61400,3600,600
2026-02-26,600285,羚锐制药,429683209,14081254,9951544,17500,900,100
2026-02-26,600288,大恒科技,269894111,7824809,8481058,4100,0,0
2026-02-26,600292,电投水电,481750940,45918251,59354464,98100,1500,22800
2026-02-26,600293,三峡新材,147676472,17401099,21757848,125900,400,100
2026-02-26,600295,鄂尔多斯,125098916,10540296,8336059,142500,8200,8800
2026-02-26,600298,安琪酵母,488819350,16398860,32392238,229700,500,3000
2026-02-26,600299,安迪苏,183878762,32462390,35107933,62700,3700,4800
2026-02-26,600305,恒顺醋业,179847706,6369791,9154857,182000,22000,2000
2026-02-26,600307,酒钢宏兴,221561882,50784468,33019831,7000,100,400
2026-02-26,600308,华泰股份,279734481,14199345,11386694,16900,0,0
2026-02-26,600309,万华化学,3115179686,342371734,259150282,386900,40700,47400
2026-02-26,600310,广西能源,154104033,14575750,13929595,2100,0,59700
2026-02-26,600312,平高电气,1328234887,80324431,65758060,159200,1100,300
2026-02-26,600313,农发种业,290651921,55086023,57202114,59300,0,0
2026-02-26,600315,上海家化,363295734,17856831,11450704,134700,900,300
2026-02-26,600316,洪都航空,1065864527,42558917,26055166,217200,22800,45200
2026-02-26,600318,新力金融,331045180,14980833,16647812,184800,116700,4000
2026-02-26,600320,振华重工,461770036,44750250,41201203,82200,1600,1100
2026-02-26,600322,津投城开,48285455,1199654,1344109,0,0,0
2026-02-26,600323,瀚蓝环境,278291104,9040085,15150390,12280,400,32820
2026-02-26,600325,华发股份,692927472,52951741,32238893,1241800,25200,43300
2026-02-26,600326,西藏天路,728451881,33140282,31875608,138100,0,0
2026-02-26,600328,中盐化工,361811941,41907715,40567786,32600,600,4000
2026-02-26,600329,达仁堂,487323812,13293327,23243725,180900,1500,14300
2026-02-26,600330,天通股份,1099441112,301413757,228095827,308500,22200,98200
2026-02-26,600331,宏达股份,1515593414,149712917,149172420,609700,39200,37000
2026-02-26,600332,白云山,1042521649,19120279,17055838,94700,5000,7000
2026-02-26,600333,长春燃气,72705381,3571774,3815054,4800,0,2200
2026-02-26,600335,国机汽车,276121663,16042199,8878272,181300,0,1000
2026-02-26,600336,澳柯玛,535912442,13902126,7426384,7300,0,5700
2026-02-26,600337,美克家居,120357520,34425957,32496158,58600,4000,0
2026-02-26,600338,西藏珠峰,1236900099,138285575,108986626,130900,68000,4000
2026-02-26,600339,中油工程,348044386,71786713,87373288,541300,2400,620300
2026-02-26,600340,华夏幸福,172375837,5455888,4413046,0,0,0
2026-02-26,600343,航天动力,1412998192,297058356,342609584,18600,0,0
2026-02-26,600345,长江通信,514615995,150059804,112886299,8700,7600,0
2026-02-26,600346,恒力石化,2212436086,84584855,85623852,216600,15700,15600
2026-02-26,600348,华阳股份,1055996401,73022280,76189414,1055100,0,2200
2026-02-26,600350,山东高速,23999119,2895361,2219724,36400,0,3000
2026-02-26,600351,亚宝药业,239543722,3763842,11766659,8800,1200,0
2026-02-26,600352,浙江龙盛,1228317852,193248892,186925717,1059300,134300,30900
2026-02-26,600353,旭光电子,679012395,49147654,63070205,40500,7300,7300
2026-02-26,600354,敦煌种业,227163646,27638931,24171688,27200,0,13300
2026-02-26,600359,新农开发,99333605,23914742,30538542,4200,0,1900
2026-02-26,600362,江西铜业,2495113128,175988637,220362435,173700,21500,7900
2026-02-26,600363,联创光电,2050212676,59493485,76780721,56390,1400,23500
2026-02-26,600366,宁波韵升,469253413,50179814,64240155,249500,0,7300
2026-02-26,600367,红星发展,393658243,51026794,43768160,9800,0,2100
2026-02-26,600368,五洲交通,176532373,4172035,5339335,23900,5000,0
2026-02-26,600369,西南证券,939286243,28378597,16658072,215700,0,22400
2026-02-26,600372,中航机载,1787523869,191329959,217230933,120400,7800,3000
2026-02-26,600373,中文传媒,328400148,22843270,16768847,512500,10900,700
2026-02-26,600376,首开股份,285458608,29414354,29987123,33100,5100,0
2026-02-26,600377,宁沪高速,115078030,4783662,3031284,75900,400,19900
2026-02-26,600378,昊华科技,265093973,21479328,19089623,49100,9000,0
2026-02-26,600379,宝光股份,148431194,10230347,10090282,2100,0,0
2026-02-26,600380,健康元,812142980,19965250,18641944,500700,0,0
2026-02-26,600383,金地集团,1064881964,65949976,72118534,176500,1500,1100
2026-02-26,600386,北巴传媒,179624713,11707509,7712472,5900,0,500
2026-02-26,600388,龙净环保,475597250,51569125,33809877,42700,8300,6800
2026-02-26,600389,江山股份,321220841,37648125,38717995,39200,30200,0
2026-02-26,600390,五矿资本,1191515298,28986683,21938647,1211500,80200,7000
2026-02-26,600391,航发科技,518534244,116621710,108491424,26100,800,800
2026-02-26,600392,盛和资源,2199114164,333422807,349325515,244600,6000,108900
2026-02-26,600395,盘江股份,475708103,10155888,13845214,137400,16200,47800
2026-02-26,600398,海澜之家,212892380,17845438,21850838,525400,36500,45800
2026-02-26,600399,抚顺特钢,684600210,181890477,98745852,311100,165700,29800
2026-02-26,600400,红豆股份,136578049,5072431,5622157,93700,0,1400
2026-02-26,600403,大有能源,93307766,12282393,10186419,156700,2100,3400
2026-02-26,600405,动力源,164356295,8035258,4564117,0,0,0
2026-02-26,600406,国电南瑞,2595788233,240742674,215029634,320194,72200,10700
2026-02-26,600409,三友化工,263406680,41361298,38323975,620900,35700,90200
2026-02-26,600410,华胜天成,1835831718,493973781,603173492,35600,0,0
2026-02-26,600415,小商品城,1932715956,82635905,98291528,170700,42700,6600
2026-02-26,600416,湘电股份,1151397695,91412223,79943204,238100,23200,70900
2026-02-26,600418,江淮汽车,11268577027,232669970,281003924,256500,6400,11500
2026-02-26,600420,国药现代,532756880,19164132,6290841,79700,3600,27200
2026-02-26,600422,昆药集团,345941302,11204863,6847187,154100,12700,37600
2026-02-26,600425,青松建化,415132868,9862522,9933100,200000,0,0
2026-02-26,600426,华鲁恒升,420920021,33406461,37684427,238500,7400,43900
2026-02-26,600428,中远海特,505187579,57040775,59862946,186500,16400,8000
2026-02-26,600433,冠豪高新,305448805,27894736,16286832,8000,0,0
2026-02-26,600435,北方导航,975185985,47757687,38465941,228200,35400,27700
2026-02-26,600436,片仔癀,1809690588,65307618,52224405,83016,5000,200
2026-02-26,600438,通威股份,2584491333,0,18428396,231806,0,0
2026-02-26,600446,金证股份,1093459644,21196784,18471920,219800,1000,11300
2026-02-26,600448,华纺股份,121306591,3472184,6009740,164200,0,0
2026-02-26,600449,宁夏建材,350537996,6948803,9592924,11100,1300,0
2026-02-26,600452,涪陵电力,1046563941,107018654,96095388,300450,35900,8300
2026-02-26,600456,宝钛股份,692676574,54069799,67367199,9200,300,0
2026-02-26,600458,时代新材,361822063,15407678,18207553,3900,0,0
2026-02-26,600459,贵研铂业,1120813384,114989115,119612112,91200,1600,52000
2026-02-26,600460,士兰微,1848672505,176072336,192661049,102800,29600,3100
2026-02-26,600461,洪城环境,58436921,7233799,4671172,40200,4700,400
2026-02-26,600467,好当家,155694435,13809452,15083741,2400,1900,0
2026-02-26,600469,风神股份,82284082,8124173,11140309,300,0,0
2026-02-26,600470,六国化工,226172090,126981178,70883349,2100,0,0
2026-02-26,600475,华光环能,483222564,44182169,37777695,90800,900,1500
2026-02-26,600477,杭萧钢构,237416894,39536964,34384135,373800,900,28600
2026-02-26,600478,科力远,540377880,138211076,44792623,83200,29100,0
2026-02-26,600480,凌云股份,490115724,9407912,13288725,8010,1200,0
2026-02-26,600481,双良节能,655881977,70828556,77059744,47500,0,13400
2026-02-26,600482,中国动力,1625797133,195191312,132048573,173848,5900,42700
2026-02-26,600483,福能股份,470590318,88807773,77315520,151400,36300,36000
2026-02-26,600486,扬农化工,192578209,25881635,25270616,33740,400,800
2026-02-26,600487,亨通光电,2590162742,679725837,627592511,945435,84500,55800
2026-02-26,600489,中金黄金,3493703490,214818027,269144267,299200,5900,60400
2026-02-26,600490,鹏欣资源,1464706326,124468333,94801873,341200,27500,65900
2026-02-26,600491,龙元建设,250311251,11242951,10051559,87300,0,0
2026-02-26,600495,晋西车轴,245065267,3982889,4814113,148358,300,11900
2026-02-26,600496,精工钢构,83795176,6164486,7723264,5400,0,40900
2026-02-26,600497,驰宏锌锗,1679685113,338779665,262788881,1554000,57300,148062
2026-02-26,600498,烽火通信,2591235414,832917544,885502095,257842,31900,155200
2026-02-26,600499,科达制造,442466978,94169548,60085159,230300,22000,3800
2026-02-26,600500,中化国际,527001876,42002000,29851909,380,0,0
2026-02-26,600501,航天晨光,557369679,22546687,26529074,4700,0,5500
2026-02-26,600502,安徽建工,241246998,7579743,5412060,167600,0,400
2026-02-26,600503,华丽家族,255291322,4363202,6591633,0,0,0
2026-02-26,600505,西昌电力,138561638,33397752,28602665,22100,0,0
2026-02-26,600507,方大特钢,105380145,28147032,26847108,484500,54300,3800
2026-02-26,600508,上海能源,230172854,8737651,6746947,12800,100,2900
2026-02-26,600509,天富能源,771359529,93848144,76746357,446000,22500,2100
2026-02-26,600510,黑牡丹,355524204,70830099,44737837,30700,3600,18300
2026-02-26,600511,国药股份,412091966,8598909,16124271,160246,0,8200
2026-02-26,600512,腾达建设,234945360,8662270,6807400,164500,0,2500
2026-02-26,600515,海南机场,893261581,61331732,56821311,236800,8400,123100
2026-02-26,600516,方大炭素,774127363,38697624,50285090,1267400,0,21100
2026-02-26,600517,国网英大,464594588,64554533,46042857,158345,35200,0
2026-02-26,600518,康美药业,616888558,21705666,47815584,90800,0,0
2026-02-26,600519,贵州茅台,16861898749,393222564,380092357,116815,1600,4500
2026-02-26,600521,华海药业,1034978241,26732283,14323246,512000,32800,9900
2026-02-26,600522,中天科技,1769160599,205344261,351414505,230200,17000,700
2026-02-26,600523,贵航股份,306580975,24175067,18776561,2700,0,300
2026-02-26,600528,中铁工业,542940288,13883612,16529413,106900,0,8600
2026-02-26,600529,山东药玻,875633811,12051984,18761635,376600,156900,10100
2026-02-26,600531,豫光金铅,1321991442,122154460,151634865,275940,2900,18560
2026-02-26,600533,栖霞建设,142865159,4230080,4601671,105200,800,700
2026-02-26,600535,天士力,786072609,18604676,11061549,302000,46400,1000
2026-02-26,600536,中国软件,1831091726,53600457,58071866,109251,7300,17500
2026-02-26,600537,亿晶光电,142034922,15974879,7002328,0,0,0
2026-02-26,600545,卓郎智能,129550602,50798978,52621990,2500,0,0
2026-02-26,600546,山煤国际,488579514,19549492,15117041,213700,0,3100
2026-02-26,600547,山东黄金,2693085377,141400273,272239662,157372,3200,10900
2026-02-26,600548,深高速,98145213,3148359,3695960,9800,0,0
2026-02-26,600549,厦门钨业,3436199027,725319012,536286722,683000,40600,10200
2026-02-26,600550,保变电气,739988668,254237785,211595821,406000,29400,21200
2026-02-26,600551,时代出版,222243842,10922052,5015312,2500,1900,0
2026-02-26,600552,凯盛科技,730992139,61482206,61348258,141100,400,3600
2026-02-26,600556,天下秀,500796971,56234226,55261993,474800,25000,5400
2026-02-26,600557,康缘药业,244330727,6225557,12188338,37600,600,2900
2026-02-26,600559,老白干酒,502941547,8913997,8715517,318500,13500,4900
2026-02-26,600562,国睿科技,470339314,34066268,32675783,105700,0,1100
2026-02-26,600563,法拉电子,700253609,70703306,80696390,66400,1700,300
2026-02-26,600566,济川药业,151912139,2656607,5974294,81600,0,1600
2026-02-26,600567,山鹰国际,466549104,38416945,45606815,316800,0,1600
2026-02-26,600569,安阳钢铁,71683113,27382072,28260340,80000,80000,64300
2026-02-26,600570,恒生电子,3519663247,103602995,125941489,344794,1500,20846
2026-02-26,600571,信雅达,549171395,18216814,10527960,10100,8800,0
2026-02-26,600572,康恩贝,435956108,11221606,9919178,413200,0,6600
2026-02-26,600575,淮河能源,379150469,11715432,15530913,53800,16600,50300
2026-02-26,600577,精达股份,2055057029,153588526,138088569,677100,131000,84700
2026-02-26,600578,京能电力,262593977,12636811,15698041,320300,5000,0
2026-02-26,600580,卧龙电驱,2898121357,164366044,204302545,515741,41800,8700
2026-02-26,600581,八一钢铁,75445252,2635133,1400018,0,0,0
2026-02-26,600582,天地科技,378698247,15298465,19970602,472000,0,2200
2026-02-26,600583,海油工程,1156509485,109121522,95917915,306900,48600,146100
2026-02-26,600584,长电科技,3538582734,506920915,473116563,131300,18000,11700
2026-02-26,600585,海螺水泥,1276911133,116943125,74402391,147600,18000,58700
2026-02-26,600586,金晶科技,329869424,41779962,45059787,314600,158700,18400
2026-02-26,600587,新华医疗,429951874,15731846,13685976,70710,1300,1300
2026-02-26,600588,用友网络,1836905363,55928567,62967123,698960,16800,3600
2026-02-26,600589,大位科技,1019263566,631961905,477299519,39800,100,0
2026-02-26,600590,泰豪科技,489179828,182449891,131159697,62900,2400,5500
2026-02-26,600592,龙溪股份,428627644,14641773,19733767,11300,200,0
2026-02-26,600594,益佰制药,251761147,4129004,4480912,12600,8900,200
2026-02-26,600595,中孚实业,410255432,24078408,24269580,187400,18000,26500
2026-02-26,600596,新安股份,489720558,36736396,47124082,87620,3000,5900
2026-02-26,600597,光明乳业,331518743,8534605,4275738,482200,37100,10000
2026-02-26,600598,北大荒,670483199,42054156,43649501,196500,1000,8500
2026-02-26,600600,青岛啤酒,468898850,19389816,22460532,75400,1100,7600
2026-02-26,600601,方正科技,2328100886,243276323,176862640,180500,19000,100
2026-02-26,600602,云赛智联,704072980,125076974,150036076,103200,24800,3600
2026-02-26,600604,市北高新,323325681,7202436,10873208,227100,0,56000
2026-02-26,600606,绿地控股,650776212,15378798,16691552,2164281,2800,27800
